Hour,가을,겨울,봄,여름
00,0.5209436720667382,0.6267347222793909,0.43410051370139846,0.6251836583529149
01,0.5625581112320991,0.6891627860241827,0.7012250632177575,0.7294528407870156
02,0.5858880316310444,0.6814204191574972,0.5438064651254082,0.6914561181020499
03,0.6742309317167674,0.7217562860937817,0.6893090213323019,0.702443468992863
04,0.6669031865002304,0.6983930224063919,0.7237037615390649,0.7965889183390187
05,0.7197909746741354,0.7025295719724087,0.6671478218363384,0.8007976594798965
06,0.7352611373756079,0.6659026534594816,0.6648887111146038,0.754705385694559
07,0.6828118832741743,0.6549693724404029,0.7060109545318387,0.7319069610924741
08,0.747858282163226,0.6673495769585976,0.7335675372188084,0.7287282325679465
09,0.6985444577935196,0.6289176738485138,0.6687472727838064,0.7245041380452633
10,0.7824195330539763,0.7201470656914111,0.7058433789149636,0.7532204555117537
11,0.6428495237381266,0.6852361871129085,0.6288316410614143,0.6018662896659408
12,0.7009079515479463,0.6909163290365836,0.5726582452434354,0.7401835753337409
13,0.6433410036174803,0.638231452756955,0.6181150678086103,0.6794194464430892
14,0.5946036167747593,0.7203543857278651,0.5752657772303088,0.6471473445587197
15,0.7006423855585755,0.7256517128550102,0.6182399996193249,0.5902011919556435
16,0.7178299141404701,0.7804212390864246,0.7637890802280138,0.7566326624690409
17,0.8393132223817604,0.7413976518972678,0.8641172566547652,0.8318618459977318
18,0.7763683464004296,0.7297317732712448,0.7443924680026391,0.8741495642112458
19,0.6422953174813306,0.6281903357692102,0.6099486260077032,0.6751415992354968
20,0.5922154261880718,0.502720426033709,0.5765038598787562,0.5744610036438863
21,0.6982268969658284,0.5342467934194971,0.6437615167084256,0.5804035912551496
22,0.6724271789005241,0.525294992569539,0.5486132545472866,0.5559198901730505
23,0.7387145655795514,0.6194704211862325,0.6329338708713004,0.6377912259139098
