,year,month,day,hour,powerusage,date,weekday,day_name,weekday_status,season,날짜,MEF,min_cutoff,max_cutoff,변화율_100이상_주중,변화율_100미만_주중,변화율_100이상_주말,변화율_100미만_주말,최대제한,최소제한,optimized_powerusage,MEF_CO2
7291,2020,10,30,19,77.8,2020-10-30 19:00:00,4,Friday,O,가을,2020-10-30,0.6422953174813306,22.57,97.96,111.52133230957709,88.62931586111732,126.61252035676412,82.12210949428703,86.76359653685097,68.95360773994928,81.98953595104398,2.690919323775241
7292,2020,10,30,20,82.49,2020-10-30 20:00:00,4,Friday,O,가을,2020-10-30,0.5922154261880718,22.5,103.33,115.86797594720669,89.71631044241646,123.48377848244233,84.48910703916555,95.5794933588508,74.00698448394932,103.3299999999961,12.341769481757112
7293,2020,10,30,21,72.67,2020-10-30 21:00:00,4,Friday,O,가을,2020-10-30,0.6982268969658284,22.34,90.49,111.93088073371531,86.21921064065903,121.20571032510536,85.97786293817515,81.34017102919093,62.65550037256692,70.36310777064216,-1.6107342029391085
7294,2020,10,30,22,59.34,2020-10-30 22:00:00,4,Friday,O,가을,2020-10-30,0.6724271789005241,22.55,85.03,112.52350616428093,89.26562554651724,118.34957338926021,87.14404068095611,66.7714485578843,52.970222199303336,68.84364794902287,6.390511179625195
7295,2020,10,30,23,57.22,2020-10-30 23:00:00,4,Friday,O,가을,2020-10-30,0.7387145655795514,24.35,62.96,107.87914595890436,91.9527926669105,116.51429585581285,91.98650492869086,61.728447317685074,52.61538796400619,52.615387964008214,-3.401493979830045
7296,2020,10,31,0,56.33,2020-10-31 00:00:00,5,Saturday,X,가을,2020-10-31,0.6598975709917887,25.85,56.33,114.58138688541455,89.08417377311493,127.58061541860563,85.25538073006906,64.54369523255401,50.181115086395636,56.330000000000005,4.688854254139505e-15
7297,2020,10,31,1,44.03,2020-10-31 01:00:00,5,Saturday,X,가을,2020-10-31,0.7245036392137714,23.26,52.94,111.81168273742661,90.34975839392557,116.88984534162347,89.90660534595311,49.230683909288935,39.78099862084543,52.93999999999976,6.455327425394531
7298,2020,10,31,2,43.52,2020-10-31 02:00:00,5,Saturday,X,가을,2020-10-31,0.5805132411970908,23.76,53.01,109.43618916692833,92.99333290361197,112.3875929244331,87.56733894546471,47.626629525447214,40.47069847965193,53.01000000000187,5.509070658961473
7299,2020,10,31,3,51.76,2020-10-31 03:00:00,5,Saturday,X,가을,2020-10-31,0.672583363830654,24.69,64.91,111.07685507893726,92.21933219759815,114.67422852356081,89.575895410396,57.49338018885792,47.732726345476806,64.91000000000123,8.84447123437393
7300,2020,10,31,4,50.78,2020-10-31 04:00:00,5,Saturday,X,가을,2020-10-31,0.8170644100710217,23.47,61.68,109.84718159151808,91.98589865549015,120.83098104293322,89.7069818542576,55.780398812172876,46.710439337257895,50.69902395672207,-0.06616264303076619
7301,2020,10,31,5,53.7,2020-10-31 05:00:00,5,Saturday,X,가을,2020-10-31,0.7305093294168312,24.76,62.54,107.86991145819798,92.69441775804312,130.06753370908794,81.30937625409314,57.926142453052314,49.77690233606915,62.53999999999934,6.457702472044303
7302,2020,10,31,6,48.45,2020-10-31 06:00:00,5,Saturday,X,가을,2020-10-31,0.6850693242865753,26.13,63.77,108.26497520003531,93.05244743539158,129.22849284660052,77.61170082796916,52.45438048441711,45.08391078244723,63.77000000000021,10.495262048070474
7303,2020,10,31,7,57.48,2020-10-31 07:00:00,5,Saturday,X,가을,2020-10-31,0.6314406534742192,24.72,71.96,111.81081778211829,90.63888824452322,139.59676509103267,77.1277397688779,64.2688580611616,52.09923296295194,71.96000000000208,9.14326066230801
